,Position,Driver,Car,Time
33,1,Max Verstappen,Red Bull Racing Honda,1:22.109
44,2,Lewis Hamilton,Mercedes,1:22.480
4,3,Lando Norris,McLaren Mercedes,1:22.931
11,4,Sergio Perez,Red Bull Racing Honda,1:22.947
55,5,Carlos Sainz,Ferrari,1:22.992
77,6,Valtteri Bottas,Mercedes,1:23.036
16,7,Charles Leclerc,Ferrari,1:23.122
22,8,Yuki Tsunoda,AlphaTauri Honda,1:23.220
31,9,Esteban Ocon,Alpine Renault,1:23.389
3,10,Daniel Ricciardo,McLaren Mercedes,1:23.409
14,11,Fernando Alonso,Alpine Renault,1:23.460
10,12,Pierre Gasly,AlphaTauri Honda,1:24.043
18,13,Lance Stroll,Aston Martin Mercedes,1:24.066
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:24.251
5,15,Sebastian Vettel,Aston Martin Mercedes,1:24.305
6,16,Nicholas Latifi,Williams Mercedes,1:24.338
63,17,George Russell,Williams Mercedes,1:24.423
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:24.779
47,19,Mick Schumacher,Haas Ferrari,1:24.906
