,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,39,1:26.103,220.800,18:02:08
11,2,Sergio Perez,Red Bull Racing Honda,51,1:26.419,219.993,18:19:56
44,3,Lewis Hamilton,Mercedes,43,1:26.615,219.495,18:07:40
4,4,Lando Norris,McLaren Mercedes,58,1:26.762,219.123,18:34:38
77,5,Valtteri Bottas,Mercedes,51,1:26.862,218.871,18:20:28
10,6,Pierre Gasly,AlphaTauri Honda,49,1:27.342,217.668,18:17:43
22,7,Yuki Tsunoda,AlphaTauri Honda,50,1:27.496,217.285,18:19:08
14,8,Fernando Alonso,Alpine Renault,58,1:27.607,217.010,18:34:40
55,9,Carlos Sainz,Ferrari,51,1:27.618,216.982,18:20:24
31,10,Esteban Ocon,Alpine Renault,58,1:28.249,215.431,18:34:43
5,11,Sebastian Vettel,Aston Martin Mercedes,58,1:28.303,215.299,18:34:46
16,12,Charles Leclerc,Ferrari,40,1:28.433,214.983,18:04:37
18,13,Lance Stroll,Aston Martin Mercedes,48,1:28.567,214.657,18:16:44
3,14,Daniel Ricciardo,McLaren Mercedes,48,1:28.723,214.280,18:16:28
6,15,Nicholas Latifi,Williams Mercedes,30,1:29.293,212.912,17:49:38
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,33,1:29.442,212.557,17:53:42
47,17,Mick Schumacher,Haas Ferrari,42,1:29.457,212.522,18:08:15
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,23,1:29.698,211.951,17:38:51
63,19,George Russell,Williams Mercedes,23,1:30.647,209.732,17:38:42
