,Position,Driver,Car,Q1,Q2,Q3,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:23.322,1:22.800,1:22.109,20
44,2,Lewis Hamilton,Mercedes,1:22.845,1:23.145,1:22.480,19
4,3,Lando Norris,McLaren Mercedes,1:23.553,1:23.256,1:22.931,20
11,4,Sergio Perez,Red Bull Racing Honda,1:23.350,1:23.135,1:22.947,24
55,5,Carlos Sainz,Ferrari,1:23.624,1:23.174,1:22.992,22
77,6,Valtteri Bottas,Mercedes,1:23.117,1:23.246,1:23.036,20
16,7,Charles Leclerc,Ferrari,1:23.467,1:23.202,1:23.122,23
22,8,Yuki Tsunoda,AlphaTauri Honda,1:23.428,1:23.404,1:23.220,22
31,9,Esteban Ocon,Alpine Renault,1:23.764,1:23.420,1:23.389,20
3,10,Daniel Ricciardo,McLaren Mercedes,1:23.829,1:23.448,1:23.409,19
14,11,Fernando Alonso,Alpine Renault,1:23.846,1:23.460,,12
10,12,Pierre Gasly,AlphaTauri Honda,1:23.489,1:24.043,,16
18,13,Lance Stroll,Aston Martin Mercedes,1:24.061,1:24.066,,17
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:24.118,1:24.251,,17
5,15,Sebastian Vettel,Aston Martin Mercedes,1:24.225,1:24.305,,18
6,16,Nicholas Latifi,Williams Mercedes,1:24.338,,,8
63,17,George Russell,Williams Mercedes,1:24.423,,,7
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:24.779,,,8
47,19,Mick Schumacher,Haas Ferrari,1:24.906,,,9
9,20,Nikita Mazepin,Haas Ferrari,1:25.685,,,9
