,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:23.691,26
31,2,Esteban Ocon,Alpine Renault,+0.343s,29
77,3,Valtteri Bottas,Mercedes,+0.392s,29
33,4,Max Verstappen,Red Bull Racing Honda,+0.641s,25
11,5,Sergio Perez,Red Bull Racing Honda,+0.709s,26
14,6,Fernando Alonso,Alpine Renault,+0.804s,27
22,7,Yuki Tsunoda,AlphaTauri Honda,+0.841s,26
16,8,Charles Leclerc,Ferrari,+0.866s,29
55,9,Carlos Sainz,Ferrari,+1.153s,29
10,10,Pierre Gasly,AlphaTauri Honda,+1.249s,27
3,11,Daniel Ricciardo,McLaren Mercedes,+1.268s,26
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.417s,27
4,13,Lando Norris,McLaren Mercedes,+1.462s,27
5,14,Sebastian Vettel,Aston Martin Mercedes,+1.504s,27
18,15,Lance Stroll,Aston Martin Mercedes,+1.694s,26
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.749s,23
63,17,George Russell,Williams Mercedes,+1.858s,29
6,18,Nicholas Latifi,Williams Mercedes,+1.996s,22
47,19,Mick Schumacher,Haas Ferrari,+2.093s,27
9,20,Nikita Mazepin,Haas Ferrari,+2.645s,26
