,Position,Driver,Car,Q1,Q2,Q3,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:08.242,1:07.503,1:07.508,12
5,2,Sebastian Vettel,Ferrari,1:08.556,1:08.050,1:07.631,15
44,3,Lewis Hamilton,Mercedes,1:08.614,1:08.088,1:07.699,16
16,4,Charles Leclerc,Ferrari,1:08.496,1:07.888,1:07.728,20
77,5,Valtteri Bottas,Mercedes,1:08.545,1:08.232,1:07.874,17
23,6,Alexander Albon,Red Bull Racing Honda,1:08.503,1:08.117,1:07.935,14
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,1:08.909,1:08.770,1:08.837,22
8,8,Romain Grosjean,Haas Ferrari,1:09.197,1:08.705,1:08.854,16
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:09.276,1:08.858,1:08.984,20
20,10,Kevin Magnussen,Haas Ferrari,1:08.875,1:08.803,1:09.037,15
4,11,Lando Norris,McLaren Renault,1:08.891,1:08.868,,13
3,12,Daniel Ricciardo,Renault,1:09.086,1:08.903,,12
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:09.175,1:08.919,,14
27,14,Nico Hulkenberg,Renault,1:09.050,1:08.921,,12
11,15,Sergio Perez,Racing Point BWT Mercedes,1:09.288,1:09.035,,14
26,16,Daniil Kvyat,Scuderia Toro Rosso Honda,1:09.320,,,10
18,17,Lance Stroll,Racing Point BWT Mercedes,1:09.536,,,9
63,18,George Russell,Williams Mercedes,1:10.126,,,9
88,19,Robert Kubica,Williams Mercedes,1:10.614,,,9
55,NC,Carlos Sainz,McLaren Renault,DNF,,,2
