,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:08.320,17
33,2,Max Verstappen,Red Bull Racing Honda,+0.026s,18
16,3,Charles Leclerc,Ferrari,+0.291s,20
5,4,Sebastian Vettel,Ferrari,+0.344s,22
23,5,Alexander Albon,Red Bull Racing Honda,+0.816s,17
77,6,Valtteri Bottas,Mercedes,+0.881s,20
26,7,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.095s,22
99,8,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.142s,20
4,9,Lando Norris,McLaren Renault,+1.265s,18
55,10,Carlos Sainz,McLaren Renault,+1.268s,21
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.299s,21
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+1.305s,19
27,13,Nico Hulkenberg,Renault,+1.330s,17
20,14,Kevin Magnussen,Haas Ferrari,+1.393s,18
3,15,Daniel Ricciardo,Renault,+1.441s,17
8,16,Romain Grosjean,Haas Ferrari,+1.478s,20
11,17,Sergio Perez,Racing Point BWT Mercedes,+1.675s,19
18,18,Lance Stroll,Racing Point BWT Mercedes,+1.992s,16
63,19,George Russell,Williams Mercedes,+2.523s,19
88,20,Robert Kubica,Williams Mercedes,+2.885s,23
