,Position,Driver,Car,Laps,Time,Points
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,56,1:37:12.776,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,56,+2.443s,18
6,3,Nico Rosberg,Mercedes,56,+25.516s,15
7,4,Kimi Räikkönen,Ferrari,56,+28.785s,12
77,5,Valtteri Bottas,Williams Mercedes,56,+61.582s,10
11,6,Sergio Perez,Force India Mercedes,56,+63.794s,8
14,7,Fernando Alonso,McLaren Honda,56,+65.205s,6
27,8,Nico Hulkenberg,Force India Mercedes,56,+74.062s,4
22,9,Jenson Button,McLaren Honda,56,+81.816s,2
30,10,Jolyon Palmer,Renault,56,+95.466s,1
55,11,Carlos Sainz,Toro Rosso Ferrari,56,+98.878s,0
9,12,Marcus Ericsson,Sauber Ferrari,55,+1 lap,0
19,13,Felipe Massa,Williams Mercedes,55,+1 lap,0
26,14,Daniil Kvyat,Toro Rosso Ferrari,55,+1 lap,0
94,15,Pascal Wehrlein,MRT Mercedes,55,+1 lap,0
31,16,Esteban Ocon,MRT Mercedes,55,+1 lap,0
12,NC,Felipe Nasr,Sauber Ferrari,46,DNF,0
44,NC,Lewis Hamilton,Mercedes,40,DNF,0
21,NC,Esteban Gutierrez ,Haas Ferrari,39,DNF,0
20,NC,Kevin Magnussen,Renault,17,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,7,DNF,0
5,NC,Sebastian Vettel,Ferrari,0,DNF,0
