,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:34.444,1:33.046,1:32.850,11
6,2,Nico Rosberg,Mercedes,1:34.460,1:33.609,1:33.264,12
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:35.443,1:33.775,1:33.420,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:35.079,1:33.888,1:33.467,12
5,5,Sebastian Vettel,Ferrari,1:34.557,1:33.972,1:33.584,17
7,6,Kimi Räikkönen,Ferrari,1:34.556,1:33.903,1:33.632,16
11,7,Sergio Perez,Force India Mercedes,1:35.068,1:34.538,1:34.319,17
27,8,Nico Hulkenberg,Force India Mercedes,1:34.827,1:34.441,1:34.489,15
22,9,Jenson Button,McLaren Honda,1:35.267,1:34.431,1:34.518,17
19,10,Felipe Massa,Williams Mercedes,1:35.267,1:34.422,1:34.671,13
77,11,Valtteri Bottas,Williams Mercedes,1:35.166,1:34.577,,9
8,12,Romain Grosjean,Haas Ferrari,1:35.400,1:35.001,,14
21,13,Esteban Gutierrez ,Haas Ferrari,1:35.658,1:35.097,,14
20,14,Kevin Magnussen,Renault,1:35.593,1:35.277,,13
26,15,Daniil Kvyat,Toro Rosso Ferrari,1:35.695,1:35.369,,12
55,16,Carlos Sainz,Toro Rosso Ferrari,1:35.605,1:35.374,,12
9,17,Marcus Ericsson,Sauber Ferrari,1:35.816,,,8
12,18,Felipe Nasr,Sauber Ferrari,1:35.949,,,8
30,19,Jolyon Palmer,Renault,1:35.999,,,8
31,20,Esteban Ocon,MRT Mercedes,1:36.451,,,9
94,21,Pascal Wehrlein,MRT Mercedes,1:36.587,,,9
14,22,Fernando Alonso,McLaren Honda,1:37.155,,,5
