,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:35.227,25
44,2,Lewis Hamilton,Mercedes,+0.494s,25
7,3,Kimi Räikkönen,Ferrari,+1.088s,16
5,4,Sebastian Vettel,Ferrari,+1.104s,18
14,5,Fernando Alonso,McLaren Honda,+1.283s,18
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.526s,27
33,7,Max Verstappen,Red Bull Racing TAG Heuer,+1.746s,26
27,8,Nico Hulkenberg,Force India Mercedes,+2.286s,26
11,9,Sergio Perez,Force India Mercedes,+2.374s,27
22,10,Jenson Button,McLaren Honda,+2.386s,20
26,11,Daniil Kvyat,Toro Rosso Ferrari,+2.620s,29
77,12,Valtteri Bottas,Williams Mercedes,+2.634s,17
8,13,Romain Grosjean,Haas Ferrari,+2.659s,22
21,14,Esteban Gutierrez ,Haas Ferrari,+2.694s,20
55,15,Carlos Sainz,Toro Rosso Ferrari,+2.828s,25
12,16,Felipe Nasr,Sauber Ferrari,+2.957s,18
9,17,Marcus Ericsson,Sauber Ferrari,+3.086s,20
19,18,Felipe Massa,Williams Mercedes,+3.112s,24
30,19,Jolyon Palmer,Renault,+3.921s,23
31,20,Esteban Ocon,MRT Mercedes,+4.809s,28
94,21,Pascal Wehrlein,MRT Mercedes,+5.400s,26
20,22,Kevin Magnussen,Renault,,2
