,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,44,1:36.424,206.948,16:21:46
33,2,Max Verstappen,Red Bull Racing TAG Heuer,44,1:37.376,204.925,16:21:26
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,44,1:37.449,204.771,16:21:24
7,4,Kimi Räikkönen,Ferrari,47,1:37.466,204.736,16:26:47
27,5,Nico Hulkenberg,Force India Mercedes,43,1:37.793,204.051,16:20:51
14,6,Fernando Alonso,McLaren Honda,44,1:38.291,203.017,16:22:24
44,7,Lewis Hamilton,Mercedes,31,1:38.595,202.391,15:57:51
22,8,Jenson Button,McLaren Honda,51,1:38.740,202.094,16:34:08
77,9,Valtteri Bottas,Williams Mercedes,53,1:39.199,201.159,16:37:04
55,10,Carlos Sainz,Toro Rosso Ferrari,44,1:39.243,201.070,16:22:43
11,11,Sergio Perez,Force India Mercedes,51,1:39.328,200.898,16:33:47
30,12,Jolyon Palmer,Renault,53,1:39.350,200.853,16:37:37
94,13,Pascal Wehrlein,MRT Mercedes,55,1:39.653,200.242,16:42:10
9,14,Marcus Ericsson,Sauber Ferrari,55,1:39.781,199.985,16:41:11
26,15,Daniil Kvyat,Toro Rosso Ferrari,43,1:39.798,199.951,16:21:35
19,16,Felipe Massa,Williams Mercedes,53,1:39.920,199.707,16:38:11
12,17,Felipe Nasr,Sauber Ferrari,43,1:40.490,198.574,16:21:22
31,18,Esteban Ocon,MRT Mercedes,45,1:41.467,196.662,16:25:20
21,19,Esteban Gutierrez ,Haas Ferrari,37,1:41.775,196.067,16:10:09
8,20,Romain Grosjean,Haas Ferrari,7,1:42.142,195.363,15:16:48
20,21,Kevin Magnussen,Renault,3,1:43.379,193.025,15:10:30
