,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,67,1:22.259,147.354
3,2,Michael Schumacher,Ferrari,32,1:22.288,147.302
8,3,Heinz-Harald Frentzen,Jordan Mugen Honda,64,1:22.471,146.975
4,4,Eddie Irvine,Ferrari,62,1:22.572,146.795
12,5,Pedro Diniz,Sauber Petronas,48,1:22.637,146.680
6,6,Ralf Schumacher,Williams Supertec,47,1:22.837,146.325
2,7,David Coulthard,McLaren Mercedes,31,1:22.883,146.244
10,8,Alexander Wurz,Benetton Playlife,68,1:23.236,145.624
5,9,Alessandro Zanardi,Williams Supertec,49,1:23.294,145.523
11,10,Jean Alesi,Sauber Petronas,47,1:23.417,145.308
9,11,Giancarlo Fisichella,Benetton Playlife,67,1:23.473,145.211
22,12,Jacques Villeneuve,BAR Supertec,31,1:23.537,145.099
16,13,Rubens Barrichello,Stewart Ford,55,1:23.583,145.019
19,14,Jarno Trulli,Prost Peugeot,49,1:23.646,144.910
18,15,Olivier Panis,Prost Peugeot,24,1:24.480,143.480
23,16,Mika Salo,BAR Supertec,31,1:24.787,142.960
17,17,Johnny Herbert,Stewart Ford,26,1:24.919,142.738
15,18,Toranosuke Takagi,Arrows,26,1:26.482,140.158
21,19,Marc Gene,Minardi Ford,18,1:26.864,139.542
14,20,Pedro de la Rosa,Arrows,23,1:26.914,139.461
20,21,Luca Badoer,Minardi Ford,8,1:28.691,136.667
7,22,Damon Hill,Jordan Mugen Honda,3,1:28.848,136.426
