,Position,Driver,Car,Time
14,1,John Surtees,Honda,1:26.070
2,2,Bruce McLaren,McLaren Ford,1:26.110
9,3,Chris Amon,Ferrari,1:26.210
8,4,Jacky Ickx,Ferrari,1:26.410
16,5,Graham Hill,Lotus Ford,1:26.570
4,6,Jackie Stewart,Matra Ford,1:26.600
1,7,Denny Hulme,McLaren Ford,1:26.610
7,8,Derek Bell,Ferrari,1:26.900
20,9,Jo Siffert,Cooper Maserati,1:26.960
11,10,Jochen Rindt,Brabham Climax,1:27.300
19,11,Jackie Oliver,Lotus Ford,1:27.400
21,12,Dan Gurney,McLaren Ford,1:27.610
5,13,Johnny  Servoz-Gavin ,Matra Ford,1:27.630
15,14,David   Hobbs,Honda,1:27.700
26,15,Pedro Rodriguez,BRM,1:28.200
10,16,Jack Brabham,Brabham Climax,1:28.800
27,17,Piers   Courage,BRM,1:29.100
6,18,Jean-Pierre Beltoise,Matra Ford,1:29.300
3,19,Jo Bonnier,Honda,1:30.550
23,20,Vic  Elford ,Cooper BRM,1:31.300
