,Position,Driver,Car,Time / Gap,Laps
4,1,David Coulthard,McLaren Mercedes,1:14.935,35
18,2,Eddie Irvine,Jaguar Cosworth,+0.198s,27
10,3,Jacques Villeneuve,BAR Honda,+0.289s,39
3,4,Mika Hakkinen,McLaren Mercedes,+0.437s,33
5,5,Ralf Schumacher,Williams BMW,+0.602s,27
6,6,Juan Pablo Montoya,Williams BMW,+0.647s,52
1,7,Michael Schumacher,Ferrari,+0.875s,48
19,8,Pedro de la Rosa,Jaguar Cosworth,+1.205s,45
12,9,Jarno Trulli,Jordan Honda,+1.252s,52
2,10,Rubens Barrichello,Ferrari,+1.390s,47
9,11,Olivier Panis,BAR Honda,+1.429s,20
23,12,Luciano Burti,Prost Acer,+1.520s,50
11,13,Heinz-Harald Frentzen,Jordan Honda,+1.933s,45
17,14,Kimi Räikkönen,Sauber Petronas,+1.971s,25
16,15,Nick Heidfeld,Sauber Petronas,+2.076s,46
22,16,Jean Alesi,Prost Acer,+2.153s,32
8,17,Jenson Button,Benetton Renault,+2.237s,34
14,18,Jos Verstappen,Arrows Asiatech,+2.350s,34
15,19,Enrique Bernoldi,Arrows Asiatech,+2.592s,23
7,20,Giancarlo Fisichella,Benetton Renault,+2.631s,35
21,21,Fernando Alonso,Minardi European,+2.931s,45
20,22,Tarso Marques,Minardi European,+3.437s,38
