,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,72,1:33:35.636,10
5,2,Ralf Schumacher,Williams BMW,72,+10.399s,6
2,3,Rubens Barrichello,Ferrari,72,+16.381s,4
4,4,David Coulthard,McLaren Mercedes,72,+17.106s,3
12,5,Jarno Trulli,Jordan Honda,72,+68.285s,2
16,6,Nick Heidfeld,Sauber Petronas,71,+1 lap,1
17,7,Kimi Räikkönen,Sauber Petronas,71,+1 lap,0
11,8,Heinz-Harald Frentzen,Jordan Honda,71,+1 lap,0
9,9,Olivier Panis,BAR Honda,71,+1 lap,0
23,10,Luciano Burti,Prost Acer,71,+1 lap,0
7,11,Giancarlo Fisichella,Benetton Renault,71,+1 lap,0
22,12,Jean Alesi,Prost Acer,70,+2 laps,0
14,13,Jos Verstappen,Arrows Asiatech,70,+2 laps,0
19,14,Pedro de la Rosa,Jaguar Cosworth,70,+2 laps,0
20,15,Tarso Marques,Minardi European,69,+3 laps,0
8,16,Jenson Button,Benetton Renault,68,DNF,0
21,17,Fernando Alonso,Minardi European,65,DNF,0
18,NC,Eddie Irvine,Jaguar Cosworth,54,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,52,DNF,0
15,NC,Enrique Bernoldi,Arrows Asiatech,17,DNF,0
10,NC,Jacques Villeneuve,BAR Honda,5,DNF,0
3,NC,Mika Hakkinen,McLaren Mercedes,0,DNF,0
