,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:42.977,1:41.553,1:58.179,19
5,2,Sebastian Vettel,Ferrari,1:43.035,1:41.501,1:58.905,18
31,3,Esteban Ocon,Force India Mercedes,1:44.003,1:43.302,2:01.851,16
11,4,Sergio Perez,Force India Mercedes,1:44.004,1:43.014,2:01.894,14
8,5,Romain Grosjean,Haas Ferrari,1:43.597,1:43.042,2:02.122,20
7,6,Kimi Räikkönen,Ferrari,1:42.585,1:41.533,2:02.671,13
33,7,Max Verstappen,Red Bull Racing TAG Heuer,1:43.199,1:42.554,2:02.769,11
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:43.604,1:43.126,2:02.939,16
20,9,Kevin Magnussen,Haas Ferrari,1:43.834,1:43.320,2:04.933,19
77,10,Valtteri Bottas,Mercedes,1:42.805,1:42.191,DNS,7
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,1:44.221,1:43.844,,14
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,1:44.153,1:43.865,,13
16,13,Charles Leclerc,Sauber Ferrari,1:43.654,1:44.062,,14
9,14,Marcus Ericsson,Sauber Ferrari,1:43.846,1:44.301,,11
27,15,Nico Hulkenberg,Renault,1:44.145,,,3
55,16,Carlos Sainz,Renault,1:44.489,,,6
14,17,Fernando Alonso,McLaren Renault,1:44.917,,,6
35,18,Sergey Sirotkin,Williams Mercedes,1:44.998,,,6
18,19,Lance Stroll,Williams Mercedes,1:45.134,,,6
2,20,Stoffel Vandoorne,McLaren Renault,1:45.307,,,8
