,Position,Driver,Car,Time / Gap,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:20.758,27
3,2,Mika Salo,Ferrari,+0.162s,38
18,3,Olivier Panis,Prost Peugeot,+0.376s,28
4,4,Eddie Irvine,Ferrari,+0.580s,30
6,5,Ralf Schumacher,Williams Supertec,+0.627s,29
2,6,David Coulthard,McLaren Mercedes,+0.703s,33
16,7,Rubens Barrichello,Stewart Ford,+0.747s,34
9,8,Giancarlo Fisichella,Benetton Playlife,+0.878s,41
19,9,Jarno Trulli,Prost Peugeot,+0.992s,43
22,10,Jacques Villeneuve,BAR Supertec,+1.092s,41
11,11,Jean Alesi,Sauber Petronas,+1.126s,27
8,12,Heinz-Harald Frentzen,Jordan Mugen Honda,+1.175s,22
17,13,Johnny Herbert,Stewart Ford,+1.224s,39
7,14,Damon Hill,Jordan Mugen Honda,+1.449s,28
20,15,Luca Badoer,Minardi Ford,+1.553s,36
5,16,Alessandro Zanardi,Williams Supertec,+1.563s,45
10,17,Alexander Wurz,Benetton Playlife,+1.669s,46
12,18,Pedro Diniz,Sauber Petronas,+1.704s,32
14,19,Pedro de la Rosa,Arrows,+2.095s,21
21,20,Marc Gene,Minardi Ford,+2.114s,38
23,21,Ricardo Zonta,BAR Supertec,+2.846s,34
15,22,Toranosuke Takagi,Arrows,+3.524s,32
