,Position,Driver,Car,Time
8,1,Heinz-Harald Frentzen,Jordan Mugen Honda,1:19.910
2,2,David Coulthard,McLaren Mercedes,1:20.176
1,3,Mika Hakkinen,McLaren Mercedes,1:20.376
6,4,Ralf Schumacher,Williams Supertec,1:20.444
18,5,Olivier Panis,Prost Peugeot,1:20.638
9,6,Giancarlo Fisichella,Benetton Playlife,1:20.781
7,7,Damon Hill,Jordan Mugen Honda,1:20.818
22,8,Jacques Villeneuve,BAR Supertec,1:20.825
4,9,Eddie Irvine,Ferrari,1:20.842
19,10,Jarno Trulli,Prost Peugeot,1:20.965
10,11,Alexander Wurz,Benetton Playlife,1:21.144
3,12,Mika Salo,Ferrari,1:21.314
12,13,Pedro Diniz,Sauber Petronas,1:21.345
17,14,Johnny Herbert,Stewart Ford,1:21.379
16,15,Rubens Barrichello,Stewart Ford,1:21.490
11,16,Jean Alesi,Sauber Petronas,1:21.634
23,17,Ricardo Zonta,BAR Supertec,1:22.267
5,18,Alessandro Zanardi,Williams Supertec,1:22.284
20,19,Luca Badoer,Minardi Ford,1:22.631
21,20,Marc Gene,Minardi Ford,1:22.760
15,21,Toranosuke Takagi,Arrows,1:23.401
14,22,Pedro de la Rosa,Arrows,1:23.698
