,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,54,1:32:43.420,9
25,2,Didier Pironi,Ligier Ford,54,+4.520s,6
26,3,Jacques Laffite,Ligier Ford,54,+30.260s,4
5,4,Nelson Piquet,Brabham Ford,54,+74.880s,3
16,5,Rene Arnoux,Renault,54,+76.150s,2
28,6,Carlos Reutemann,Williams Ford,54,+76.740s,1
7,7,John Watson,McLaren Ford,53,+1 lap,0
2,8,Gilles Villeneuve,Ferrari,53,+1 lap,0
29,9,Riccardo Patrese,Arrows Ford,53,+1 lap,0
30,10,Jochen Mass,Arrows Ford,53,+1 lap,0
4,11,Derek Daly,Tyrrell Ford,52,+2 laps,0
1,12,Jody Scheckter,Ferrari,52,+2 laps,0
20,13,Emerson Fittipaldi,Fittipaldi Ford,50,DNF,0
3,14,Jean-Pierre Jarier,Tyrrell Ford,50,+4 laps,0
31,NC,Eddie  Cheever,Osella Ford,43,DNF,0
9,NC,Marc Surer,ATS Ford,26,DNF,0
22,NC,Patrick Depailler,Alfa Romeo,25,DNF,0
11,NC,Mario Andretti,Lotus Ford,18,DNF,0
21,NC,Keke Rosberg,Fittipaldi Ford,8,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,8,DNF,0
8,NC,Alain Prost,McLaren Ford,6,DNF,0
12,NC,Elio de Angelis,Lotus Ford,3,DNF,0
6,NC,Ricardo Zunino,Brabham Ford,0,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,0,DNF,0
