,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:16.607,35
33,2,Max Verstappen,Red Bull Racing Honda,+0.115s,37
16,3,Charles Leclerc,Ferrari,+0.465s,34
77,4,Valtteri Bottas,Mercedes,+0.614s,39
44,5,Lewis Hamilton,Mercedes,+0.963s,35
26,6,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.140s,40
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,+1.396s,39
55,8,Carlos Sainz,McLaren Renault,+1.472s,38
27,9,Nico Hulkenberg,Renault,+1.654s,23
4,10,Lando Norris,McLaren Renault,+1.742s,36
18,11,Lance Stroll,Racing Point BWT Mercedes,+1.755s,38
11,12,Sergio Perez,Racing Point BWT Mercedes,+1.759s,34
3,13,Daniel Ricciardo,Renault,+1.773s,34
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.074s,37
8,15,Romain Grosjean,Haas Ferrari,+2.159s,37
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.282s,46
20,17,Kevin Magnussen,Haas Ferrari,+2.699s,37
63,18,George Russell,Williams Mercedes,+3.361s,36
88,19,Robert Kubica,Williams Mercedes,+3.573s,37
23,20,Alexander Albon,Red Bull Racing Honda,+5.058s,5
