,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:17.327,25
16,2,Charles Leclerc,Ferrari,+0.119s,23
33,3,Max Verstappen,Red Bull Racing Honda,+0.134s,17
23,4,Alexander Albon,Red Bull Racing Honda,+0.622s,21
77,5,Valtteri Bottas,Mercedes,+0.678s,25
5,6,Sebastian Vettel,Ferrari,+0.891s,20
55,7,Carlos Sainz,McLaren Renault,+1.074s,21
10,8,Pierre Gasly,Scuderia Toro Rosso Honda,+1.266s,23
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.508s,27
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.632s,22
27,11,Nico Hulkenberg,Renault,+1.684s,22
20,12,Kevin Magnussen,Haas Ferrari,+1.686s,22
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.878s,22
4,14,Lando Norris,McLaren Renault,+1.972s,23
3,15,Daniel Ricciardo,Renault,+2.172s,23
18,16,Lance Stroll,Racing Point BWT Mercedes,+2.352s,21
11,17,Sergio Perez,Racing Point BWT Mercedes,+2.390s,23
8,18,Romain Grosjean,Haas Ferrari,+2.523s,22
63,19,George Russell,Williams Mercedes,+3.221s,26
40,20,Nicholas Latifi,Williams Mercedes,+4.239s,30
