,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,71,1:36:48.904,25
5,2,Sebastian Vettel,Ferrari,71,+1.766s,18
77,3,Valtteri Bottas,Mercedes,71,+3.553s,15
16,4,Charles Leclerc,Ferrari,71,+6.368s,13
23,5,Alexander Albon,Red Bull Racing Honda,71,+21.399s,10
33,6,Max Verstappen,Red Bull Racing Honda,71,+68.807s,8
11,7,Sergio Perez,Racing Point BWT Mercedes,71,+73.819s,6
3,8,Daniel Ricciardo,Renault,71,+74.924s,4
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,70,+1 lap,2
27,10,Nico Hulkenberg,Renault,70,+1 lap,1
26,11,Daniil Kvyat,Scuderia Toro Rosso Honda,70,+1 lap,0
18,12,Lance Stroll,Racing Point BWT Mercedes,70,+1 lap,0
55,13,Carlos Sainz,McLaren Renault,70,+1 lap,0
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,70,+1 lap,0
20,15,Kevin Magnussen,Haas Ferrari,69,+2 laps,0
63,16,George Russell,Williams Mercedes,69,+2 laps,0
8,17,Romain Grosjean,Haas Ferrari,69,+2 laps,0
88,18,Robert Kubica,Williams Mercedes,69,+2 laps,0
7,NC,Kimi Räikkönen,Alfa Romeo Racing Ferrari,58,DNF,0
4,NC,Lando Norris,McLaren Renault,48,DNF,0
