,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:16.145,14
5,2,Sebastian Vettel,Ferrari,+0.027s,11
77,3,Valtteri Bottas,Mercedes,+0.114s,18
44,4,Lewis Hamilton,Mercedes,+0.236s,16
55,5,Carlos Sainz,McLaren Renault,+0.493s,14
33,6,Max Verstappen,Red Bull Racing Honda,+0.758s,12
10,7,Pierre Gasly,Scuderia Toro Rosso Honda,+0.945s,10
23,8,Alexander Albon,Red Bull Racing Honda,+0.949s,19
4,9,Lando Norris,McLaren Renault,+1.001s,11
11,10,Sergio Perez,Racing Point BWT Mercedes,+1.062s,10
26,11,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.384s,14
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.595s,19
18,13,Lance Stroll,Racing Point BWT Mercedes,+1.721s,8
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.736s,8
20,15,Kevin Magnussen,Haas Ferrari,+1.987s,12
8,16,Romain Grosjean,Haas Ferrari,+2.382s,14
63,17,George Russell,Williams Mercedes,+4.820s,13
88,18,Robert Kubica,Williams Mercedes,+5.857s,13
27,19,Nico Hulkenberg,Renault,,1
