,Position,Driver,Car,Time / Gap
6,1,Riccardo Patrese,Williams Renault,1:13.615
1,2,Ayrton Senna,McLaren Honda,+0.886s
2,3,Gerhard Berger,McLaren Honda,+0.931s
5,4,Nigel Mansell,Williams Renault,+1.023s
4,5,Stefano Modena,Tyrrell Honda,+1.793s
20,6,Nelson Piquet,Benetton Ford,+2.046s
23,7,Pierluigi Martini,Minardi Ferrari,+2.242s
22,8,Jyrki Jarvilehto,Dallara Judd,+2.257s
19,9,Michael Schumacher,Benetton Ford,+2.266s
21,10,Emanuele Pirro,Dallara Judd,+2.510s
16,11,Ivan Capelli,Leyton House Ilmor,+2.693s
32,12,Roberto Moreno,Jordan Ford,+2.802s
8,13,Mark Blundell,Brabham Yamaha,+2.894s
15,14,Mauricio Gugelmin,Leyton House Ilmor,+3.182s
9,15,Michele Alboreto,Footwork Porsche,+3.246s
7,16,Martin Brundle,Brabham Yamaha,+3.261s
12,17,Johnny Herbert,Lotus Judd,+3.467s
26,18,Erik Comas,Ligier Lamborghini,+3.661s
3,19,Satoru Nakajima,Tyrrell Honda,+3.777s
24,20,Gianni Morbidelli,Minardi Ferrari,+3.919s
25,21,Thierry Boutsen,Ligier Lamborghini,+3.934s
30,22,Aguri Suzuki,Lola Ford,+4.008s
33,23,Andrea de Cesaris,Jordan Ford,+4.112s
11,24,Mika Hakkinen,Lotus Judd,+4.447s
27,25,Alain Prost,Ferrari,+4.477s
35,26,Eric van de Poele,Lambo Lamborghini,+4.549s
34,27,Nicola Larini,Lambo Lamborghini,+4.556s
17,28,Gabriele Tarquini,AGS Ford,+4.836s
29,29,Eric Bernard,Lola Ford,+5.388s
28,30,Jean Alesi,Ferrari,+5.558s
