,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:04.591,15
77,2,Valtteri Bottas,Mercedes,+0.538s,22
44,3,Lewis Hamilton,Mercedes,+0.686s,20
10,4,Pierre Gasly,AlphaTauri Honda,+0.689s,27
99,5,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+0.754s,27
55,6,Carlos Sainz,Ferrari,+0.756s,29
11,7,Sergio Perez,Red Bull Racing Honda,+0.805s,20
14,8,Fernando Alonso,Alpine Renault,+0.843s,23
16,9,Charles Leclerc,Ferrari,+0.893s,35
5,10,Sebastian Vettel,Aston Martin Mercedes,+0.951s,22
18,11,Lance Stroll,Aston Martin Mercedes,+0.955s,19
22,12,Yuki Tsunoda,AlphaTauri Honda,+0.970s,23
31,13,Esteban Ocon,Alpine Renault,+1.083s,22
63,14,George Russell,Williams Mercedes,+1.103s,23
4,15,Lando Norris,McLaren Mercedes,+1.109s,23
3,16,Daniel Ricciardo,McLaren Mercedes,+1.134s,21
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.156s,31
47,18,Mick Schumacher,Haas Ferrari,+1.487s,26
6,19,Nicholas Latifi,Williams Mercedes,+1.514s,17
9,20,Nikita Mazepin,Haas Ferrari,+1.698s,28
