,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing Honda,71,1:23:54.543,26
77,2,Valtteri Bottas,Mercedes,71,+17.973s,18
4,3,Lando Norris,McLaren Mercedes,71,+20.019s,15
44,4,Lewis Hamilton,Mercedes,71,+46.452s,12
55,5,Carlos Sainz,Ferrari,71,+57.144s,10
11,6,Sergio Perez,Red Bull Racing Honda,71,+57.915s,8
3,7,Daniel Ricciardo,McLaren Mercedes,71,+60.395s,6
16,8,Charles Leclerc,Ferrari,71,+61.195s,4
10,9,Pierre Gasly,AlphaTauri Honda,71,+61.844s,2
14,10,Fernando Alonso,Alpine Renault,70,+1 lap,1
63,11,George Russell,Williams Mercedes,70,+1 lap,0
22,12,Yuki Tsunoda,AlphaTauri Honda,70,+1 lap,0
18,13,Lance Stroll,Aston Martin Mercedes,70,+1 lap,0
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,70,+1 lap,0
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,70,+1 lap,0
6,16,Nicholas Latifi,Williams Mercedes,70,+1 lap,0
5,17,Sebastian Vettel,Aston Martin Mercedes,69,DNF,0
47,18,Mick Schumacher,Haas Ferrari,69,+2 laps,0
9,19,Nikita Mazepin,Haas Ferrari,69,+2 laps,0
31,NC,Esteban Ocon,Alpine Renault,0,DNF,0
