,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:31.457,28
1,2,Michael Schumacher,Ferrari,+0.424s,22
9,3,Giancarlo Fisichella,Jordan Honda,+1.977s,31
6,4,Juan Pablo Montoya,Williams BMW,+2.385s,21
10,5,Takuma Sato,Jordan Honda,+2.444s,37
11,6,Jacques Villeneuve,BAR Honda,+2.916s,36
4,7,Kimi Räikkönen,McLaren Mercedes,+3.016s,39
8,8,Felipe Massa,Sauber Petronas,+3.219s,28
15,9,Jenson Button,Renault,+3.287s,30
7,10,Nick Heidfeld,Sauber Petronas,+3.295s,28
5,11,Ralf Schumacher,Williams BMW,+3.309s,28
3,12,David Coulthard,McLaren Mercedes,+3.713s,29
17,13,Pedro de la Rosa,Jaguar Cosworth,+3.867s,39
12,14,Olivier Panis,BAR Honda,+4.077s,24
16,15,Eddie Irvine,Jaguar Cosworth,+4.225s,26
14,16,Jarno Trulli,Renault,+4.787s,33
23,17,Mark Webber,Minardi Asiatech,+6.378s,29
22,18,Alex Yoong,Minardi Asiatech,+6.540s,38
25,19,Allan McNish,Toyota,+7.020s,30
