,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Rubens Barrichello,Ferrari,58,1:23.083,222.760
1,2,Michael Schumacher,Ferrari,52,1:23.826,220.785
5,3,Ralf Schumacher,Williams BMW,58,1:24.586,218.802
11,4,Jacques Villeneuve,BAR Honda,56,1:24.949,217.867
7,5,Nick Heidfeld,Sauber Petronas,57,1:24.996,217.746
8,6,Felipe Massa,Sauber Petronas,57,1:25.058,217.587
12,7,Olivier Panis,BAR Honda,58,1:25.063,217.575
9,8,Giancarlo Fisichella,Jordan Honda,58,1:25.104,217.470
4,9,Kimi Räikkönen,McLaren Mercedes,5,1:25.409,216.693
6,10,Juan Pablo Montoya,Williams BMW,50,1:25.469,216.541
3,11,David Coulthard,McLaren Mercedes,56,1:25.492,216.483
17,12,Pedro de la Rosa,Jaguar Cosworth,57,1:25.540,216.361
10,13,Takuma Sato,Jordan Honda,46,1:25.804,215.696
15,14,Jenson Button,Renault,5,1:26.074,215.019
14,15,Jarno Trulli,Renault,5,1:26.519,213.913
24,16,Mika Salo,Toyota,4,1:26.723,213.410
21,17,Enrique Bernoldi,Arrows Cosworth,5,1:27.328,211.932
16,18,Eddie Irvine,Jaguar Cosworth,5,1:27.781,210.838
20,19,Heinz-Harald Frentzen,Arrows Cosworth,6,1:28.111,210.048
23,20,Mark Webber,Minardi Asiatech,7,1:28.321,209.549
