,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:20.230,24
1,2,Michael Schumacher,Ferrari,+0.198s,26
5,3,Ralf Schumacher,Williams BMW,+0.478s,30
6,4,Juan Pablo Montoya,Williams BMW,+0.846s,30
3,5,David Coulthard,McLaren Mercedes,+1.096s,22
4,6,Kimi Räikkönen,McLaren Mercedes,+1.538s,23
7,7,Nick Heidfeld,Sauber Petronas,+1.539s,35
15,8,Jenson Button,Renault,+1.768s,25
20,9,Heinz-Harald Frentzen,Arrows Cosworth,+1.944s,28
11,10,Jacques Villeneuve,BAR Honda,+2.054s,34
14,11,Jarno Trulli,Renault,+2.236s,30
8,12,Felipe Massa,Sauber Petronas,+2.242s,33
16,13,Eddie Irvine,Jaguar Cosworth,+2.297s,14
17,14,Pedro de la Rosa,Jaguar Cosworth,+2.313s,28
21,15,Enrique Bernoldi,Arrows Cosworth,+2.398s,29
9,16,Giancarlo Fisichella,Jordan Honda,+2.450s,17
10,17,Takuma Sato,Jordan Honda,+2.582s,30
25,18,Allan McNish,Toyota,+2.615s,25
24,19,Mika Salo,Toyota,+2.954s,21
12,20,Olivier Panis,BAR Honda,+3.014s,14
23,21,Mark Webber,Minardi Asiatech,+3.449s,33
22,22,Alex Yoong,Minardi Asiatech,+5.297s,33
