,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,70,1:29:07.084,25
5,2,Sebastian Vettel,Ferrari,70,+3.658s,18
16,3,Charles Leclerc,Ferrari,70,+4.696s,15
77,4,Valtteri Bottas,Mercedes,70,+51.043s,13
33,5,Max Verstappen,Red Bull Racing Honda,70,+57.655s,10
3,6,Daniel Ricciardo,Renault,69,+1 lap,8
27,7,Nico Hulkenberg,Renault,69,+1 lap,6
10,8,Pierre Gasly,Red Bull Racing Honda,69,+1 lap,4
18,9,Lance Stroll,Racing Point BWT Mercedes,69,+1 lap,2
26,10,Daniil Kvyat,Scuderia Toro Rosso Honda,69,+1 lap,1
55,11,Carlos Sainz,McLaren Renault,69,+1 lap,0
11,12,Sergio Perez,Racing Point BWT Mercedes,69,+1 lap,0
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,69,+1 lap,0
8,14,Romain Grosjean,Haas Ferrari,69,+1 lap,0
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,69,+1 lap,0
63,16,George Russell,Williams Mercedes,68,+2 laps,0
20,17,Kevin Magnussen,Haas Ferrari,68,+2 laps,0
88,18,Robert Kubica,Williams Mercedes,67,+3 laps,0
23,NC,Alexander Albon,Scuderia Toro Rosso Honda,59,DNF,0
4,NC,Lando Norris,McLaren Renault,8,DNF,0
