,Position,Driver,Car,Time
8,1,Gerhard Berger,Benetton Renault,1:41.873
12,2,Giancarlo Fisichella,Jordan Peugeot,1:41.896
9,3,Mika Hakkinen,McLaren Mercedes,1:42.034
5,4,Michael Schumacher,Ferrari,1:42.181
4,5,Heinz-Harald Frentzen,Williams Renault,1:42.421
7,6,Jean Alesi,Benetton Renault,1:42.493
11,7,Ralf Schumacher,Jordan Peugeot,1:42.498
10,8,David Coulthard,McLaren Mercedes,1:42.687
3,9,Jacques Villeneuve,Williams Renault,1:42.967
6,10,Eddie Irvine,Ferrari,1:43.209
14,11,Jarno Trulli,Prost Mugen Honda,1:43.226
22,12,Rubens Barrichello,Stewart Ford,1:43.272
1,13,Damon Hill,Arrows Yamaha,1:43.361
16,14,Johnny Herbert,Sauber Petronas,1:43.660
23,15,Jan Magnussen,Stewart Ford,1:43.927
2,16,Pedro Diniz,Arrows Yamaha,1:44.069
15,17,Shinji Nakano,Prost Mugen Honda,1:44.112
17,18,Norberto Fontana,Sauber Petronas,1:44.552
19,19,Mika Salo,Tyrrell Ford,1:45.372
18,20,Jos Verstappen,Tyrrell Ford,1:45.811
21,21,Tarso Marques,Minardi Hart,1:45.942
20,22,Ukyo Katayama,Minardi Hart,1:46.499
