,Position,Driver,Car,Laps,Time,Points
8,1,Gerhard Berger,Benetton Renault,45,1:20:59.046,10
5,2,Michael Schumacher,Ferrari,45,+17.527s,6
9,3,Mika Hakkinen,McLaren Mercedes,45,+24.770s,4
14,4,Jarno Trulli,Prost Mugen Honda,45,+27.165s,3
11,5,Ralf Schumacher,Jordan Peugeot,45,+29.995s,2
7,6,Jean Alesi,Benetton Renault,45,+34.717s,1
15,7,Shinji Nakano,Prost Mugen Honda,45,+79.722s,0
1,8,Damon Hill,Arrows Yamaha,44,+1 lap,0
17,9,Norberto Fontana,Sauber Petronas,44,+1 lap,0
18,10,Jos Verstappen,Tyrrell Ford,44,+1 lap,0
12,11,Giancarlo Fisichella,Jordan Peugeot,40,DNF,0
3,NC,Jacques Villeneuve,Williams Renault,33,DNF,0
22,NC,Rubens Barrichello,Stewart Ford,33,DNF,0
19,NC,Mika Salo,Tyrrell Ford,33,DNF,0
23,NC,Jan Magnussen,Stewart Ford,27,DNF,0
20,NC,Ukyo Katayama,Minardi Hart,23,DNF,0
16,NC,Johnny Herbert,Sauber Petronas,8,DNF,0
2,NC,Pedro Diniz,Arrows Yamaha,8,DNF,0
10,NC,David Coulthard,McLaren Mercedes,1,DNF,0
4,NC,Heinz-Harald Frentzen,Williams Renault,1,DNF,0
6,NC,Eddie Irvine,Ferrari,1,DNF,0
