,Position,Driver,Car,Time / Gap,Laps
11,1,Ralf Schumacher,Jordan Peugeot,1:42.987,26
9,2,Mika Hakkinen,McLaren Mercedes,+0.002s,22
7,3,Jean Alesi,Benetton Renault,+0.270s,19
12,4,Giancarlo Fisichella,Jordan Peugeot,+0.362s,24
8,5,Gerhard Berger,Benetton Renault,+0.441s,21
10,6,David Coulthard,McLaren Mercedes,+0.592s,20
5,7,Michael Schumacher,Ferrari,+0.641s,26
4,8,Heinz-Harald Frentzen,Williams Renault,+0.659s,26
22,9,Rubens Barrichello,Stewart Ford,+1.109s,19
3,10,Jacques Villeneuve,Williams Renault,+1.304s,22
14,11,Jarno Trulli,Prost Mugen Honda,+1.341s,30
15,12,Shinji Nakano,Prost Mugen Honda,+1.754s,28
1,13,Damon Hill,Arrows Yamaha,+1.888s,13
17,14,Norberto Fontana,Sauber Petronas,+1.940s,30
6,15,Eddie Irvine,Ferrari,+2.001s,20
16,16,Johnny Herbert,Sauber Petronas,+2.095s,17
23,17,Jan Magnussen,Stewart Ford,+2.459s,22
2,18,Pedro Diniz,Arrows Yamaha,+2.467s,20
19,19,Mika Salo,Tyrrell Ford,+2.996s,25
18,20,Jos Verstappen,Tyrrell Ford,+3.561s,28
20,21,Ukyo Katayama,Minardi Hart,+3.582s,25
21,22,Tarso Marques,Minardi Hart,+3.813s,17
