,Position,Driver,Car,Time
9,1,Jacky Ickx,Ferrari,9:04.000
8,2,Chris Amon,Ferrari,9:14.900
5,3,Jochen Rindt,Brabham Climax,9:31.900
3,4,Graham Hill,Lotus Ford,9:46.000
20,5,Vic  Elford ,Cooper BRM,9:53.000
6,6,Jackie Stewart,Matra Ford,9:54.200
7,7,John Surtees,Honda,9:57.800
22,8,Piers   Courage,BRM,10:00.100
16,9,Jo Siffert,Cooper Maserati,10:03.400
14,10,Dan Gurney,McLaren Ford,10:13.900
1,11,Denny Hulme,McLaren Ford,10:16.000
12,12,Jean-Pierre Beltoise,Matra Ford,10:17.300
21,13,Jackie Oliver,Lotus Ford,10:18.700
10,14,Pedro Rodriguez,BRM,10:19.700
4,15,Jack Brabham,Brabham Climax,10:23.100
2,16,Bruce McLaren,McLaren Ford,10:33.000
17,17,Kurt  Ahrens ,Brabham Repco,10:37.300
18,18,Hubert  Hahne ,Lola BMW,10:42.900
19,19,Lucien Bianchi,Cooper BRM,10:46.600
11,20,Richard Attwood,BRM,10:48.200
