,Position,Driver,Car,Time
5,1,Jacky Ickx,Ferrari,1:22.200
8,2,Emerson Fittipaldi,Lotus Ford,1:22.600
19,3,Peter   Revson,McLaren Ford,1:22.700
1,4,Jackie Stewart,Tyrrell Ford,1:22.900
22,5,Tim   Schenken,Surtees Ford,1:23.200
11,6,Jean-Pierre Beltoise,BRM,1:23.400
21,7,Mike Hailwood,Surtees Ford,1:23.500
3,8,Ronnie Peterson,March Ford,1:23.700
6,9,Arturo Merzario,Ferrari,1:23.700
27,10,Carlos Reutemann,Brabham Ford,1:23.800
18,11,Denny Hulme,McLaren Ford,1:23.900
2,12,Francois  Cevert ,Tyrrell Ford,1:23.900
25,13,Carlos Pace,March Ford,1:24.000
14,14,Jackie Oliver,BRM,1:24.400
9,15,Dave  Walker ,Lotus Ford,1:24.400
12,16,Peter  Gethin ,BRM,1:24.500
17,17,Chris Amon,Matra,1:24.600
30,18,Nanni  Galli ,Tecno,1:25.100
4,19,Niki Lauda,March Ford,1:25.100
23,20,Andrea de Adamich ,Surtees Ford,1:25.200
26,21,Graham Hill,Brabham Ford,1:25.200
28,22,Wilson Fittipaldi,Brabham Ford,1:25.500
31,23,Mike  Beuttler ,Surtees Ford,1:25.600
29,24,Dave Charlton,Lotus Ford,1:25.600
33,25,Rolf Stommelen,Eifelland Ford,1:26.300
24,26,Henri Pescarolo,March Ford,1:27.400
