,Position,Driver,Car,Laps,Time,Points
8,1,Emerson Fittipaldi,Lotus Ford,76,1:47:50.200,9
1,2,Jackie Stewart,Tyrrell Ford,76,+4.100s,6
19,3,Peter   Revson,McLaren Ford,76,+72.500s,4
17,4,Chris Amon,Matra,75,+1 lap,3
18,5,Denny Hulme,McLaren Ford,75,+1 lap,2
6,6,Arturo Merzario,Ferrari,75,+1 lap,1
3,7,Ronnie Peterson,March Ford,74,DNF,0
27,8,Carlos Reutemann,Brabham Ford,73,+3 laps,0
4,9,Niki Lauda,March Ford,73,+3 laps,0
33,10,Rolf Stommelen,Eifelland Ford,71,+5 laps,0
11,11,Jean-Pierre Beltoise,BRM,70,+6 laps,0
28,12,Wilson Fittipaldi,Brabham Ford,69,DNF,0
31,13,Mike  Beuttler ,March Ford,69,+7 laps,0
22,NC,Tim   Schenken,Surtees Ford,64,DNF,0
2,NC,Francois  Cevert ,Tyrrell Ford,60,DNF,0
9,NC,Dave  Walker ,Lotus Ford,59,DNF,0
5,NC,Jacky Ickx,Ferrari,49,DNF,0
26,NC,Graham Hill,Brabham Ford,47,DNF,0
25,NC,Carlos Pace,March Ford,39,DNF,0
14,NC,Jackie Oliver,BRM,36,DNF,0
21,NC,Mike Hailwood,Surtees Ford,31,DNF,0
29,NC,Dave Charlton,Lotus Ford,21,DNF,0
30,NC,Nanni  Galli ,Tecno,9,DNF,0
24,NC,Henri Pescarolo,Politoys Ford,7,DNF,0
12,NC,Peter  Gethin ,BRM,5,DNF,0
23,NC,Andrea de Adamich ,Surtees Ford,3,DNF,0
