,Position,Driver,Car,Time / Gap,Laps
6,1,Felipe Massa,Ferrari,1:25.706,33
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.088s,34
5,3,Fernando Alonso,Ferrari,+0.224s,34
3,4,Lewis Hamilton,McLaren Mercedes,+0.748s,26
2,5,Mark Webber,Red Bull Racing Renault,+0.794s,30
4,6,Jenson Button,McLaren Mercedes,+1.008s,28
14,7,Adrian Sutil,Force India Mercedes,+1.610s,34
9,8,Bruno Senna,Renault,+1.792s,36
15,9,Paul di Resta,Force India Mercedes,+2.147s,35
18,10,Sebastien Buemi,STR Ferrari,+2.162s,35
10,11,Vitaly Petrov,Renault,+2.184s,37
16,12,Kamui Kobayashi,Sauber Ferrari,+2.344s,34
17,13,Sergio Perez,Sauber Ferrari,+2.583s,36
19,14,Jaime Alguersuari,STR Ferrari,+2.846s,31
11,15,Rubens Barrichello,Williams Cosworth,+2.985s,29
12,16,Pastor Maldonado,Williams Cosworth,+3.002s,24
21,17,Jarno Trulli,Lotus Renault,+3.626s,39
20,18,Heikki Kovalainen,Lotus Renault,+4.535s,41
8,19,Nico Rosberg,Mercedes,+5.392s,38
24,20,Timo Glock,Virgin Cosworth,+5.763s,32
7,21,Michael Schumacher,Mercedes,+6.098s,28
25,22,Jerome d'Ambrosio,Virgin Cosworth,+6.887s,12
23,23,Daniel Ricciardo,HRT Cosworth,+7.062s,33
22,24,Narain Karthikeyan,HRT Cosworth,+7.118s,33
