,Position,Driver,Car,Time
15,1,Gabriele Tarquini,Fondmetal Ford,1:45.518
5,1,Nigel Mansell,Williams Renault,1:37.960
6,2,Riccardo Patrese,Williams Renault,1:38.310
29,2,Bertrand Gachot,Venturi Lamborghini,1:45.766
30,3,Ukyo Katayama,Venturi Lamborghini,1:46.599
1,3,Ayrton Senna,McLaren Honda,1:39.106
2,4,Gerhard Berger,McLaren Honda,1:39.716
14,4,Andrea Chiesa,Fondmetal Ford,1:48.502
34,5,Roberto Moreno,Moda Judd,1:48.878
27,5,Jean Alesi,Ferrari,1:40.959
19,6,Michael Schumacher,Benetton Ford,1:41.132
26,7,Erik Comas,Ligier Renault,1:41.942
25,8,Thierry Boutsen,Ligier Renault,1:42.112
20,9,Martin Brundle,Benetton Ford,1:42.136
16,10,Karl Wendlinger,March Ilmor,1:42.357
12,11,Johnny Herbert,Lotus Ford,1:42.645
28,12,Ivan Capelli,Ferrari,1:42.748
11,13,Mika Hakkinen,Lotus Ford,1:42.749
3,14,Olivier Grouillard,Tyrrell Ilmor,1:42.797
10,15,Aguri Suzuki,Footwork Mugen Honda,1:42.838
9,17,Michele Alboreto,Footwork Mugen Honda,1:43.171
22,18,Pierluigi Martini,Dallara Ferrari,1:43.556
4,20,Andrea de Cesaris,Tyrrell Ilmor,1:43.790
21,21,Jyrki Jarvilehto,Dallara Ferrari,1:43.931
17,22,Paul Belmondo,March Ilmor,1:44.130
33,23,Mauricio Gugelmin,Jordan Yamaha,1:44.521
23,24,Alessandro Zanardi,Minardi Lamborghini,1:44.593
24,26,Gianni Morbidelli,Minardi Lamborghini,1:44.763
32,27,Stefano Modena,Jordan Yamaha,1:45.088
7,28,Eric van de Poele,Brabham Judd,1:45.098
8,30,Damon Hill,Brabham Judd,1:45.871
