,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,RBR Renault,57,1:40:29.571,25
2,2,Lewis Hamilton,McLaren Mercedes,57,+5.042s,18
1,3,Jenson Button,McLaren Mercedes,57,+12.658s,15
9,4,Rubens Barrichello,Williams Cosworth,57,+25.627s,12
11,5,Robert Kubica,Renault,57,+27.122s,10
14,6,Adrian Sutil,Force India Mercedes,57,+30.168s,8
23,7,Kamui Kobayashi,Sauber Ferrari,57,+30.965s,6
8,8,Fernando Alonso,Ferrari,57,+32.809s,4
16,9,Sebastien Buemi,STR Ferrari,57,+36.299s,2
4,10,Nico Rosberg,Mercedes,57,+44.382s,1
7,11,Felipe Massa,Ferrari,57,+46.621s,0
22,12,Pedro de la Rosa,Sauber Ferrari,57,+47.414s,0
17,13,Jaime Alguersuari,STR Ferrari,57,+48.239s,0
12,14,Vitaly Petrov,Renault,57,+48.287s,0
3,15,Michael Schumacher,Mercedes,57,+48.826s,0
15,16,Vitantonio Liuzzi,Force India Mercedes,57,+50.890s,0
25,17,Lucas di Grassi,Virgin Cosworth,56,+1 lap,0
20,18,Karun Chandhok,HRT Cosworth,55,+2 laps,0
24,19,Timo Glock,Virgin Cosworth,55,+2 laps,0
21,20,Bruno Senna,HRT Cosworth,55,+2 laps,0
18,21,Jarno Trulli,Lotus Cosworth,53,+4 laps,0
10,NC,Nico Hulkenberg,Williams Cosworth,49,DNF,0
19,NC,Heikki Kovalainen,Lotus Cosworth,8,DNF,0
6,NC,Mark Webber,RBR Renault,8,DNF,0
