,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Jenson Button,McLaren Mercedes,54,1:38.766,197.521
3,2,Michael Schumacher,Mercedes,53,1:38.968,197.118
5,3,Sebastian Vettel,RBR Renault,52,1:39.141,196.774
2,4,Lewis Hamilton,McLaren Mercedes,56,1:39.156,196.744
9,5,Rubens Barrichello,Williams Cosworth,56,1:39.489,196.085
23,6,Kamui Kobayashi,Sauber Ferrari,57,1:39.517,196.030
11,7,Robert Kubica,Renault,55,1:39.542,195.981
14,8,Adrian Sutil,Force India Mercedes,52,1:39.803,195.469
4,9,Nico Rosberg,Mercedes,57,1:39.878,195.322
8,10,Fernando Alonso,Ferrari,50,1:39.889,195.300
16,11,Sebastien Buemi,STR Ferrari,53,1:40.084,194.920
12,12,Vitaly Petrov,Renault,57,1:40.100,194.889
7,13,Felipe Massa,Ferrari,52,1:40.208,194.679
15,14,Vitantonio Liuzzi,Force India Mercedes,52,1:40.305,194.490
17,15,Jaime Alguersuari,STR Ferrari,55,1:40.327,194.448
22,16,Pedro de la Rosa,Sauber Ferrari,56,1:40.430,194.248
10,17,Nico Hulkenberg,Williams Cosworth,46,1:40.790,193.554
18,18,Jarno Trulli,Lotus Cosworth,53,1:41.770,191.691
24,19,Timo Glock,Virgin Cosworth,48,1:42.319,190.662
25,20,Lucas di Grassi,Virgin Cosworth,45,1:42.414,190.485
21,21,Bruno Senna,HRT Cosworth,55,1:42.927,189.536
20,22,Karun Chandhok,HRT Cosworth,51,1:43.820,187.905
6,23,Mark Webber,RBR Renault,5,1:44.064,187.465
19,24,Heikki Kovalainen,Lotus Cosworth,8,1:46.130,183.816
