,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:37.587
6,2,Mark Webber,RBR Renault,1:37.662
2,3,Lewis Hamilton,McLaren Mercedes,1:37.969
8,4,Fernando Alonso,Ferrari,1:38.075
7,5,Felipe Massa,Ferrari,1:38.127
11,6,Robert Kubica,Renault,1:38.137
1,7,Jenson Button,McLaren Mercedes,1:38.210
10,8,Nico Hulkenberg,Williams Cosworth,1:38.428
9,9,Rubens Barrichello,Williams Cosworth,1:38.428
12,10,Vitaly Petrov,Renault,1:38.523
16,11,Sebastien Buemi,STR Ferrari,1:38.586
4,12,Nico Rosberg,Mercedes,1:38.627
14,13,Adrian Sutil,Force India Mercedes,1:38.851
15,14,Vitantonio Liuzzi,Force India Mercedes,1:38.884
3,15,Michael Schumacher,Mercedes,1:39.234
22,16,Pedro de la Rosa,Sauber Ferrari,1:39.264
17,17,Jaime Alguersuari,STR Ferrari,1:39.458
23,18,Kamui Kobayashi,Sauber Ferrari,1:39.343
18,19,Jarno Trulli,Lotus Cosworth,1:40.658
19,20,Heikki Kovalainen,Lotus Cosworth,1:40.882
25,21,Lucas di Grassi,Virgin Cosworth,1:42.086
24,22,Timo Glock,Virgin Cosworth,1:42.140
20,23,Karun Chandhok,HRT Cosworth,1:42.600
21,24,Bruno Senna,HRT Cosworth,1:42.851
