,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:38.052,14
11,2,Robert Kubica,Renault,+0.102s,17
6,3,Mark Webber,RBR Renault,+0.261s,13
14,4,Adrian Sutil,Force India Mercedes,+0.448s,17
8,5,Fernando Alonso,Ferrari,+0.461s,18
9,6,Rubens Barrichello,Williams Cosworth,+0.571s,15
15,7,Vitantonio Liuzzi,Force India Mercedes,+0.624s,17
7,8,Felipe Massa,Ferrari,+0.634s,16
1,9,Jenson Button,McLaren Mercedes,+0.717s,16
2,10,Lewis Hamilton,McLaren Mercedes,+0.764s,15
4,11,Nico Rosberg,Mercedes,+0.770s,15
16,12,Sebastien Buemi,STR Ferrari,+0.998s,16
10,13,Nico Hulkenberg,Williams Cosworth,+1.053s,15
12,14,Vitaly Petrov,Renault,+1.061s,16
3,15,Michael Schumacher,Mercedes,+1.170s,14
17,16,Jaime Alguersuari,STR Ferrari,+1.340s,18
23,17,Kamui Kobayashi,Sauber Ferrari,+1.475s,16
22,18,Pedro de la Rosa,Sauber Ferrari,+1.647s,16
19,19,Heikki Kovalainen,Lotus Cosworth,+3.251s,19
18,20,Jarno Trulli,Lotus Cosworth,+3.376s,20
24,21,Timo Glock,Virgin Cosworth,+3.903s,17
25,22,Lucas di Grassi,Virgin Cosworth,+4.302s,18
21,23,Bruno Senna,HRT Cosworth,+4.559s,18
20,24,Karun Chandhok,HRT Cosworth,+4.570s,19
