,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:21.531,36
26,2,Daniil Kvyat,Red Bull Racing Renault,+0.245s,27
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.337s,28
44,4,Lewis Hamilton,Mercedes,+0.430s,33
5,5,Sebastian Vettel,Ferrari,+0.453s,32
7,6,Kimi Räikkönen,Ferrari,+0.868s,33
77,7,Valtteri Bottas,Williams Mercedes,+1.190s,28
14,8,Fernando Alonso,McLaren Honda,+1.462s,36
22,9,Jenson Button,McLaren Honda,+1.578s,25
19,10,Felipe Massa,Williams Mercedes,+1.758s,32
27,11,Nico Hulkenberg,Force India Mercedes,+1.759s,34
13,12,Pastor Maldonado,Lotus Mercedes,+1.832s,24
55,13,Carlos Sainz,STR Renault,+1.833s,41
12,14,Felipe Nasr,Sauber Ferrari,+1.899s,39
11,15,Sergio Perez,Force India Mercedes,+2.066s,33
8,16,Romain Grosjean,Lotus Mercedes,+2.083s,26
9,17,Marcus Ericsson,Sauber Ferrari,+3.002s,34
53,18,Alexander Rossi,Marussia Ferrari,+4.409s,29
28,19,Will Stevens,Marussia Ferrari,+5.437s,28
33,20,Max Verstappen,STR Renault,,2
