,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:20.436,1:20.053,1:19.480,23
44,2,Lewis Hamilton,Mercedes,1:20.808,1:19.829,1:19.668,22
5,3,Sebastian Vettel,Ferrari,1:20.503,1:20.045,1:19.850,18
26,4,Daniil Kvyat,Red Bull Racing Renault,1:20.826,1:20.490,1:20.398,21
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:21.166,1:20.783,1:20.399,23
77,6,Valtteri Bottas,Williams Mercedes,1:20.817,1:20.458,1:20.448,26
19,7,Felipe Massa,Williams Mercedes,1:21.379,1:20.642,1:20.567,26
33,8,Max Verstappen,STR Renault,1:20.995,1:20.894,1:20.710,28
11,9,Sergio Perez,Force India Mercedes,1:20.966,1:20.669,1:20.716,21
27,10,Nico Hulkenberg,Force India Mercedes,1:21.315,1:20.935,1:20.788,20
55,11,Carlos Sainz,STR Renault,1:20.960,1:20.942,,20
8,12,Romain Grosjean,Lotus Mercedes,1:21.577,1:21.038,,18
13,13,Pastor Maldonado,Lotus Mercedes,1:21.520,1:21.261,,19
9,14,Marcus Ericsson,Sauber Ferrari,1:21.299,1:21.544,,19
7,15,Kimi Räikkönen,Ferrari,1:21.422,1:22.494,,13
14,16,Fernando Alonso,McLaren Honda,1:21.779,,,10
12,17,Felipe Nasr,Sauber Ferrari,1:21.788,,,12
53,18,Alexander Rossi,Marussia Ferrari,1:24.136,,,10
28,19,Will Stevens,Marussia Ferrari,1:24.386,,,9
