,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,STR Renault,1:25.990,38
26,2,Daniil Kvyat,Red Bull Racing Renault,+0.305s,27
7,3,Kimi Räikkönen,Ferrari,+0.305s,36
5,4,Sebastian Vettel,Ferrari,+0.896s,31
3,5,Daniel Ricciardo,Red Bull Racing Renault,+1.195s,28
6,6,Nico Rosberg,Mercedes,+1.206s,19
77,7,Valtteri Bottas,Williams Mercedes,+1.313s,26
55,8,Carlos Sainz,STR Renault,+1.420s,37
11,9,Sergio Perez,Force India Mercedes,+1.591s,19
19,10,Felipe Massa,Williams Mercedes,+1.705s,24
44,11,Lewis Hamilton,Mercedes,+1.733s,27
9,12,Marcus Ericsson,Sauber Ferrari,+2.508s,27
13,13,Pastor Maldonado,Lotus Mercedes,+2.569s,30
12,14,Felipe Nasr,Sauber Ferrari,+2.589s,25
30,15,Jolyon Palmer,Lotus Mercedes,+2.721s,24
27,16,Nico Hulkenberg,Force India Mercedes,+3.109s,17
14,17,Fernando Alonso,McLaren Honda,+4.082s,17
53,18,Alexander Rossi,Marussia Ferrari,+4.629s,23
22,19,Jenson Button,McLaren Honda,+6.101s,9
28,20,Will Stevens,Marussia Ferrari,+6.876s,11
