,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,67,1:20.521,192.426,14:40:19
44,2,Lewis Hamilton,Mercedes,67,1:20.723,191.945,14:40:21
26,3,Daniil Kvyat,Red Bull Racing Renault,69,1:21.549,190.001,14:43:16
77,4,Valtteri Bottas,Williams Mercedes,68,1:21.585,189.917,14:41:51
3,5,Daniel Ricciardo,Red Bull Racing Renault,70,1:21.625,189.824,14:44:41
5,6,Sebastian Vettel,Ferrari,48,1:21.847,189.309,14:11:43
19,7,Felipe Massa,Williams Mercedes,71,1:22.009,188.935,14:46:05
55,8,Carlos Sainz,STR Renault,46,1:22.172,188.560,14:09:01
27,9,Nico Hulkenberg,Force India Mercedes,69,1:22.391,188.059,14:43:24
33,10,Max Verstappen,STR Renault,70,1:22.603,187.576,14:44:56
9,11,Marcus Ericsson,Sauber Ferrari,62,1:22.716,187.320,14:33:54
11,12,Sergio Perez,Force India Mercedes,51,1:22.757,187.227,14:15:30
8,13,Romain Grosjean,Lotus Mercedes,69,1:22.893,186.920,14:43:35
13,14,Pastor Maldonado,Lotus Mercedes,70,1:22.963,186.762,14:44:59
22,15,Jenson Button,McLaren Honda,49,1:23.006,186.666,14:14:12
12,16,Felipe Nasr,Sauber Ferrari,48,1:23.350,185.895,14:12:32
7,17,Kimi Räikkönen,Ferrari,20,1:24.054,184.338,13:31:56
53,18,Alexander Rossi,Marussia Ferrari,69,1:25.005,182.276,14:45:55
28,19,Will Stevens,Marussia Ferrari,67,1:25.540,181.136,14:43:09
