,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:21.083,23
44,2,Lewis Hamilton,Mercedes,+0.014s,23
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.118s,21
5,4,Sebastian Vettel,Ferrari,+0.211s,24
26,5,Daniil Kvyat,Red Bull Racing Renault,+0.447s,27
11,6,Sergio Perez,Force India Mercedes,+0.520s,27
77,7,Valtteri Bottas,Williams Mercedes,+0.689s,26
55,8,Carlos Sainz,STR Renault,+0.692s,28
19,9,Felipe Massa,Williams Mercedes,+0.862s,27
27,10,Nico Hulkenberg,Force India Mercedes,+0.927s,25
33,11,Max Verstappen,STR Renault,+0.956s,31
13,12,Pastor Maldonado,Lotus Mercedes,+0.959s,21
8,13,Romain Grosjean,Lotus Mercedes,+1.101s,24
9,14,Marcus Ericsson,Sauber Ferrari,+1.788s,30
14,15,Fernando Alonso,McLaren Honda,+1.982s,26
12,16,Felipe Nasr,Sauber Ferrari,+1.984s,23
7,17,Kimi Räikkönen,Ferrari,+3.565s,4
28,18,Will Stevens,Marussia Ferrari,+4.571s,20
53,19,Alexander Rossi,Marussia Ferrari,+7.093s,8
22,20,Jenson Button,McLaren Honda,+8.253s,4
