,Position,Driver,Car,Time
8,1,Mika Hakkinen,McLaren Mercedes,1:14.929
3,2,Michael Schumacher,Ferrari,1:15.159
7,3,David Coulthard,McLaren Mercedes,1:15.333
4,4,Eddie Irvine,Ferrari,1:15.527
1,5,Jacques Villeneuve,Williams Mecachrome,1:15.630
10,6,Ralf Schumacher,Jordan Mugen Honda,1:15.925
9,7,Damon Hill,Jordan Mugen Honda,1:16.245
2,8,Heinz-Harald Frentzen,Williams Mecachrome,1:16.319
5,9,Giancarlo Fisichella,Benetton Playlife,1:16.375
6,10,Alexander Wurz,Benetton Playlife,1:16.460
14,11,Jean Alesi,Sauber Petronas,1:16.627
12,12,Jarno Trulli,Prost Peugeot,1:16.892
15,13,Johnny Herbert,Sauber Petronas,1:16.977
18,14,Rubens Barrichello,Stewart Ford,1:17.024
19,15,Jos Verstappen,Stewart Ford,1:17.604
11,16,Olivier Panis,Prost Peugeot,1:17.671
16,17,Pedro Diniz,Arrows,1:17.880
20,18,Ricardo Rosset,Tyrrell Ford,1:17.908
17,19,Mika Salo,Arrows,1:17.970
21,20,Toranosuke Takagi,Tyrrell Ford,1:18.221
22,21,Shinji Nakano,Minardi Ford,1:18.273
23,22,Esteban Tuero,Minardi Ford,1:19.146
