,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:16.515,28
4,2,Eddie Irvine,Ferrari,+0.082s,33
7,3,David Coulthard,McLaren Mercedes,+0.192s,25
2,4,Heinz-Harald Frentzen,Williams Mecachrome,+0.511s,35
3,5,Michael Schumacher,Ferrari,+0.914s,35
10,6,Ralf Schumacher,Jordan Mugen Honda,+0.990s,35
5,7,Giancarlo Fisichella,Benetton Playlife,+1.149s,30
6,8,Alexander Wurz,Benetton Playlife,+1.191s,26
9,9,Damon Hill,Jordan Mugen Honda,+1.380s,40
15,10,Johnny Herbert,Sauber Petronas,+1.462s,32
12,11,Jarno Trulli,Prost Peugeot,+1.521s,38
14,12,Jean Alesi,Sauber Petronas,+1.657s,22
11,13,Olivier Panis,Prost Peugeot,+1.852s,26
20,14,Ricardo Rosset,Tyrrell Ford,+2.134s,34
17,15,Mika Salo,Arrows,+2.141s,33
18,16,Rubens Barrichello,Stewart Ford,+2.188s,27
1,17,Jacques Villeneuve,Williams Mecachrome,+2.493s,18
16,18,Pedro Diniz,Arrows,+2.508s,32
21,19,Toranosuke Takagi,Tyrrell Ford,+2.542s,46
19,20,Jos Verstappen,Stewart Ford,+3.771s,15
22,21,Shinji Nakano,Minardi Ford,+3.930s,20
23,22,Esteban Tuero,Minardi Ford,+4.356s,21
