,Position,Driver,Car,Lap,Time,Avg Speed
7,1,David Coulthard,McLaren Mercedes,56,1:17.523,197.360
3,2,Michael Schumacher,Ferrari,4,1:17.770,196.733
8,3,Mika Hakkinen,McLaren Mercedes,51,1:18.493,194.921
1,4,Jacques Villeneuve,Williams Mecachrome,41,1:18.913,193.884
4,5,Eddie Irvine,Ferrari,24,1:18.956,193.778
10,6,Ralf Schumacher,Jordan Mugen Honda,53,1:19.052,193.543
2,7,Heinz-Harald Frentzen,Williams Mecachrome,47,1:19.229,193.111
5,8,Giancarlo Fisichella,Benetton Playlife,46,1:19.307,192.921
6,9,Alexander Wurz,Benetton Playlife,34,1:19.320,192.889
9,10,Damon Hill,Jordan Mugen Honda,4,1:19.490,192.477
14,11,Jean Alesi,Sauber Petronas,46,1:19.660,192.066
15,12,Johnny Herbert,Sauber Petronas,49,1:19.771,191.799
12,13,Jarno Trulli,Prost Peugeot,5,1:19.869,191.563
11,14,Olivier Panis,Prost Peugeot,31,1:19.953,191.362
21,15,Toranosuke Takagi,Tyrrell Ford,35,1:20.299,190.537
18,16,Rubens Barrichello,Stewart Ford,42,1:20.651,189.706
19,17,Jos Verstappen,Stewart Ford,45,1:20.849,189.241
17,18,Mika Salo,Arrows,60,1:21.502,187.725
16,19,Pedro Diniz,Arrows,38,1:21.765,187.121
22,20,Shinji Nakano,Minardi Ford,41,1:21.883,186.851
20,21,Ricardo Rosset,Tyrrell Ford,3,1:22.435,185.600
23,22,Esteban Tuero,Minardi Ford,34,1:22.761,184.869
